participant,age,country,gender,ParentsEdu,income,nativelanguage,lingualAbility,ethnicity_value,major_relabel,acc_typing,n_wrong,inhibition_numerical,n_fluency,median_typing,average_ds,mean_vpt,automatic_Stroop,distance_effect_large,distance_effect_intermediate,inhibition_size,n_correct,interference_effect,size_effect,distraction_effect
8932,26.923278559206025,Malaysia,Male,"Yes, both parents","RM 15,039 or more",English,Yes,Chinese,Psychology,100,1,0.06421666666666659,39,1.4823499999999998,9,10,0.06421666666666659,-0.06185416666666665,-0.04195833333333332,0.0958,281,0.4652504154002026,0.2490103505927652,0.34270122099503486
8953,19.599139307361774,Malaysia,Female,"Yes, father only","RM 15,039 or more",English,Yes,Chinese,Psychology,98.38709677419357,2,-0.14170833333333338,36,1.466,7,10,-0.14170833333333338,-0.02129166666666671,0.11869047619047612,0.01323484848484846,283,0.23245929477574667,0.22381495355109385,0.4358116571771051
8971,17.38270510098993,Malaysia,Female,"Yes, both parents","RM 5,880 - RM 7,099",English,Yes,Malay,Psychology,100,2,0.07954810606060603,23,1.3909,7.5,9,0.07954810606060603,-0.17356521739130437,-0.10483351449275367,0.08797010869565214,269,1.3366876340519624,1.457810464344942,0.15742977217429743
8986,18.81880136309478,Malaysia,Male,"Yes, mother only","RM 15,039 or more",Mandarin,Yes,Chinese,Psychology,100,2,0.0355375,39,1.401,5,9.333333333333334,0.0355375,-0.06651666666666667,-0.02066666666666672,0.07032210144927536,272,0.5905090692640693,0.40817542597500944,0.35219560362118507
916438355576,25.83325029596674,Malaysia,Female,"Yes, father only","RM 15,039 or more",English,Yes,Malay,Health_science,100,5,0.04995742753623189,25,1.3468,8.5,8.333333333333334,0.04995742753623189,-0.0487222826086956,-0.02649565217391303,0.0324625,269,0.8567428460858029,0.7860134583471621,0.6608026651152481
933126141410,20.281189153072475,Malaysia,Female,No,"RM 15,039 or more",Cantonese,Yes,Chinese,Psychology,98.38709677419357,5,0.12435350877192984,29,1.5033,7.5,9.666666666666666,0.12435350877192984,-0.03772807971014502,-0.00999416666666674,0.08564802371541502,273,0.9940494845914314,0.8684520341348219,0.6202244550628155
939257332379,18.25725988088448,Malaysia,Female,"Yes, both parents","Less than RM 2,500",English,Yes,Indian,Education,98.38709677419357,2,0.09849264705882366,17,1.8,7,8.333333333333334,0.09849264705882366,-0.11287272727272724,0.06872727272727286,0.09351515151515156,88,-0.7426830357142857,-0.05233482142857149,0.493063063063063
18510,20.891872518315715,UK,Female,"Yes, both parents","Less than 20,000 pounds",English,No,Black/African/Caribbean,Psychology,96.7741935483871,5,0.03055654761904758,16,1.35805,7.5,8.333333333333334,0.03055654761904758,-0.083130303030303,-0.13124545454545455,0.093704347826087,141,-0.07940457292506042,-0.08300910556003227,0.08771573327961324
18601,22.288159989638,UK,Female,No,"Less than 20,000 pounds",English,No,White,Psychology,100,5,0.02185507246376816,30,1.149,7,4.333333333333333,0.02185507246376816,-0.12824999999999998,-0.04798863636363637,0.10167774936061386,238,0.3386313390313389,0.8819777777777775,0.44008976558033175
18824,24.3735594793964,UK,Female,No,"Less than 20,000 pounds",English,No,White,Psychology,98.38709677419357,7,0.10162500000000008,36,1.333,5.5,7.333333333333333,0.10162500000000008,-0.01991666666666669,0.03412500000000007,0.14017045454545465,240,0.14304810901001108,0.22399951222911285,0.4006108269394715
18826,20.948601371840695,UK,Male,"Yes, both parents","20,000-39,999 pounds",English,No,White,Psychology,98.38709677419357,1,0.03789702380952386,21,1.6526,5,9.333333333333334,0.03789702380952386,-0.13293583333333325,-0.04075249999999997,0.14979873188405796,232,0.881659005042523,0.2851537990196078,0.6498561257652486
18876,20.66184177573706,UK,Female,"Yes, both parents","Less than 20,000 pounds",English,No,White,Psychology,100,5,0.0656172101449275,27,1.48325,5.5,7.333333333333333,0.0656172101449275,-0.06927500000000009,-0.05023822463768124,0.05518333333333336,264,0.41556479999999985,0.3083788458225667,0.1913554877697841
18887,20.73304018654778,UK,Female,"Yes, father only","60,000-99,999 pounds",English,No,White,Psychology,96.7741935483871,5,-0.01803583333333336,24,1.6266,7,8.333333333333334,-0.01803583333333336,-0.06845595238095237,-0.0615915584415585,0.05323568840579706,241,0.5293908801108802,0.35302545454545453,0.17068567251461975
19114,20.35161371254468,UK,Male,"Yes, mother only","60,000-99,999 pounds",English,No,White,Psychology,91.93548387096774,6,-0.008178947368421,27,1.3161,6,9.333333333333334,-0.008178947368421,-0.0571501035196687,-0.01068073593073593,0.04810535714285713,248,0.2052862995739102,0.2761892746761361,0.2294506522451656
19116,19.843413397881967,UK,Female,"Yes, father only","60,000-99,999 pounds",English,No,White,Psychology,95.16129032258064,3,0.05609057971014486,25,1.4,9,8.666666666666666,0.05609057971014486,-0.14900000000000002,-0.10660507246376816,0.09650000000000004,259,0.949073431162014,0.9169980884109918,0.30411832835820873
19125,20.861359311196033,UK,Female,"Yes, father only","40,000-59,999 pounds",English,No,Mixed two or more ethnic groups,Psychology,98.38709677419357,1,0.04239963768115951,24,1.4598,5.5,8.333333333333334,0.04239963768115951,-0.1923797101449275,-0.18115887681159423,0.08111488095238095,275,1.46614659860347,1.1619375939849623,0.5395156349206349
19127,20.08744192153396,UK,Female,No,"40,000-59,999 pounds",English,No,White,Psychology,98.38709677419357,1,0.28990952380952373,33,2.3494,5.5,8.333333333333334,0.28990952380952373,-0.17539204545454545,-0.08645237154150198,0.3164373188405798,282,0.09389582494969816,0.13725886524822695,0.07193095573440655
19135,20.374584468812586,UK,Female,No,"Less than 20,000 pounds",English,No,Mixed two or more ethnic groups,Psychology,96.7741935483871,4,0.0787916666666667,22,1.2841,4.5,7.333333333333333,0.0787916666666667,0.01408750000000003,0.00400416666666669,0.00496666666666667,281,0.9970212056737586,0.6120668642350557,0.2471455167173251
19137,19.727575345558595,UK,Female,"Yes, both parents","60,000-99,999 pounds",English,No,White,Psychology,91.93548387096774,3,0.05353634085213032,19,1.654,5,6.333333333333333,0.05353634085213032,-0.06337070938215106,-0.00402046783625731,-0.02455526315789474,232,0.6474878706199463,0.4245232670687216,0.3891792114695341
19140,21.52144300662915,UK,Female,No,"20,000-39,999 pounds",English,No,White,Psychology,98.38709677419357,3,-0.04625942028985497,19,1.5314,4,6.333333333333333,-0.04625942028985497,-0.10883731884057968,0.1298086956521738,0.10248333333333332,257,2.293334736523319,2.3662178173449613,1.1452550666666663
19146,19.549816411862757,UK,Female,"Yes, father only","Less than 20,000 pounds",English,No,White,Psychology,93.5483870967742,5,0.11569166666666686,15,1.34905,6,8.333333333333334,0.11569166666666686,-0.1106041666666665,-0.0936958333333332,-0.072543115942029,244,1.5887122282791573,1.1485769194472528,0.3254345008403363
19152,20.04846444358887,UK,Female,NA,"20,000-39,999 pounds",English,No,White,Psychology,100,4,0.11077083333333336,22,1.3322500000000002,7,8,0.11077083333333336,-0.04016249999999999,0.00282083333333338,0.07986014492753624,261,0.9589787058823532,1.1960935071815395,0.6347092352941175
19164,21.01431472874997,UK,Female,"Yes, both parents","60,000-99,999 pounds",English,No,White,Psychology,100,5,0.0593583333333334,20,1.41065,6,5.333333333333333,0.0593583333333334,-0.26187916666666666,-0.12192083333333348,-0.08871231884057962,255,0.4257833107191318,0.2397025576235672,0.5232659259259258
19178,21.228088189120843,UK,Female,No,"20,000-39,999 pounds",English,No,Mixed two or more ethnic groups,Psychology,95.16129032258064,4,0.1570041666666666,30,1.3982,6,10,0.1570041666666666,-0.11206666666666663,0.00598750000000003,0.011575,274,0.8075322561723459,1.0673373987206825,0.5967905615101583
19179,19.87055197556215,UK,Female,No,"20,000-39,999 pounds",English,No,White,Psychology,96.7741935483871,2,0.03154891304347829,28,1.4685,7.5,9.333333333333334,0.03154891304347829,-0.11840909090909092,-0.09961742424242426,0.03586413043478265,264,0.8679801985880733,0.5912010332950632,0.564904345323741
19180,20.100280655658224,UK,Female,NA,"40,000-59,999 pounds",English,No,White,Psychology,96.7741935483871,8,0.03365217391304354,16,1.466,6.5,10,0.03365217391304354,-0.09001992753623189,-0.04325098814229244,0.09285714285714286,243,0.44218911213684464,0.00674159292035403,0.3891037037037038
19188,19.820755661235328,UK,Female,No,"40,000-59,999 pounds",English,No,White,Psychology,93.5483870967742,3,0.05649664031620549,26,1.51485,6,10,0.05649664031620549,-0.11998484848484849,-0.0682848484848485,0.07893967391304346,228,0.5392842741935484,0.315945462962963,0.2644907317073171
19196,21.220216107023347,UK,Female,"Yes, mother only","20,000-39,999 pounds",English,Yes,White,Psychology,100,1,0.14006439393939396,20,1.77515,6.5,9.333333333333334,0.14006439393939396,-0.11270000000000002,0.01897348484848482,0.12437391304347822,247,0.5060625984768907,0.7167343358395988,0.3823251581027669
19199,22.030912891823203,UK,Female,"Yes, mother only","20,000-39,999 pounds",English,Yes,White,Psychology,98.38709677419357,3,0.1971159420289852,22,1.515,5.5,6.666666666666667,0.1971159420289852,-0.07284873188405816,0.01837916666666639,0.25207916666666674,270,2.3521223441615455,2.272609549727857,0.21813111111111105
19205,20.394183476943752,UK,Female,"Yes, father only","60,000-99,999 pounds",English,No,White,Psychology,98.38709677419357,4,0.07235235507246374,17,1.5723,5.5,5.333333333333333,0.07235235507246374,-0.0760364130434783,-0.03127916666666675,0.05842989130434778,262,1.2686878968253965,1.1860175292740047,0.9940917915690868
19206,20.82951128976855,UK,Non-binary/ third gender,"Yes, father only","Less than 20,000 pounds",English,No,White,Psychology,98.38709677419357,3,0.0874804347826087,29,1.6986,6,9.666666666666666,0.0874804347826087,-0.05805851449275368,-0.01104184782608697,0.02884402173913047,278,0.15920316770186327,0.1326275301547859,0.14858370961060485
19210,21.097594202379145,UK,Male,"Yes, mother only","60,000-99,999 pounds",English,No,White,Psychology,100,6,0.12480745341614909,26,1.4492,5,9.666666666666666,0.12480745341614909,-0.12394782608695644,-0.0481086956521739,0.01431893939393935,258,0.4030118990384617,0.13868389132656134,0.1801073663938373
19233,20.17432351224428,UK,Female,No,"40,000-59,999 pounds",English,No,White,Psychology,96.7741935483871,2,0.05923863636363635,26,1.6579,5.5,7.333333333333333,0.05923863636363635,-0.0250407608695653,0.02027386363636363,-0.02257500000000001,258,0.7905865579710145,0.8676039225181595,0.4658497474747476
19248,34.812942352206754,UK,Female,No,"20,000-39,999 pounds",English,No,White,Psychology,96.7741935483871,2,0.11008219461697732,19,1.6666,5.5,6.333333333333333,0.11008219461697732,-0.14829420289855066,-0.00522083333333323,0.02551250000000005,224,0.6388975910364145,0.9976303999999998,0.44409160342717247
19250,23.19193832962583,UK,Female,"Yes, mother only","60,000-99,999 pounds",English,No,White,Psychology,95.16129032258064,4,0.07424347826086952,15,1.5323,6,9.666666666666666,0.07424347826086952,-0.11925597826086952,0.02606477272727281,0.11397916666666674,215,1.0499970916057122,0.27749195731389875,1.2589584444444442
19263,19.574793528341825,UK,Female,"Yes, both parents","Less than 20,000 pounds",Arabic,Yes,Other (Arab or any others),Psychology,96.7741935483871,5,0.2302291666666667,24,1.45,6.5,8,0.2302291666666667,-0.07214861660079053,-0.13890151515151516,0.04040833333333338,237,1.14254734019734,0.9116353972798852,1.005782518635321
19268,20.62003343391132,UK,Female,"Yes, both parents","60,000-99,999 pounds",English,No,White,Psychology,96.7741935483871,1,0.07650000000000001,24,1.3335,6.5,9.666666666666666,0.07650000000000001,-0.06937499999999996,-0.05895833333333333,0.09798550724637678,278,2.441158273381295,2.092393123446562,0.44080258799171856
19269,19.61870485379117,UK,Female,"Yes, both parents","More than 100,000 pounds",English,No,White,Psychology,96.7741935483871,5,0.08287608695652171,25,1.34275,6.5,9.666666666666666,0.08287608695652171,-0.05248605072463763,-0.00356250000000002,0.11329474637681149,268,0.6422999999999999,0.4265847370766489,0.32322418231459293
19273,20.92817068696605,UK,Female,"Yes, both parents","More than 100,000 pounds",English,No,White,Psychology,95.16129032258064,6,0.13871,41,1.182,6.5,9.666666666666666,0.13871,-0.08427845849802373,-0.02594802371541504,0.02560227272727272,265,0.07865773043181035,0.12885241108071144,0.23818444674012873
19281,20.302693177111056,UK,Female,"Yes, father only","60,000-99,999 pounds",English,No,White,Psychology,100,2,0.12660507246376806,17,1.333,6,7.333333333333333,0.12660507246376806,-0.0955942028985508,-0.07021920289855077,0.10829166666666667,244,1.1280655737704914,0.5375812638804764,0.7090714285714288
19294,20.22164071187289,UK,Female,"Yes, mother only","20,000-39,999 pounds",English,No,White,Psychology,95.16129032258064,3,0.29026086956521746,25,1.404,6.5,7.333333333333333,0.29026086956521746,-0.1440851449275362,-0.1204184782608696,0.15670833333333334,248,1.0628884535005223,0.7358877444589309,0.5119076168682575
19298,20.425839935799935,UK,Female,No,"60,000-99,999 pounds",English,No,White,Psychology,95.16129032258064,1,-0.2384,26,1.4158,5,6.333333333333333,-0.2384,0.05332410256410258,0.11777743589743594,0.1786458333333334,145,1.6956345129375954,1.8667295471841705,0.35061676817662724
19308,23.041101994448244,UK,Female,"Yes, both parents","20,000-39,999 pounds",English,No,White,Psychology,96.7741935483871,6,0.08271098484848483,22,1.3998499999999998,6.5,8.666666666666666,0.08271098484848483,-0.12208219696969702,-0.09237114624505928,0.02654492753623177,261,1.0811339682539682,0.5003466242488515,0.3226031882352942
19310,20.33388536736,UK,Female,"Yes, both parents","40,000-59,999 pounds",English,No,White,Psychology,96.7741935483871,1,0.09510984848484838,28,1.433,4,8,0.09510984848484838,-0.14775362318840568,-0.07178260869565212,0.09341304347826083,196,0.4220647798742134,-0.00295115303983184,0.6682258611552727
19326,25.2016641545935,UK,Female,No,"40,000-59,999 pounds",English,Yes,White,Psychology,98.38709677419357,2,0.2049978260869565,25,1.233,7.5,7.333333333333333,0.2049978260869565,-0.1327304347826087,-0.13940869565217384,0.05307644927536237,262,1.5879502215485073,1.3547086834733892,0.4989561326548517
19355,21.36876148816767,UK,Male,"Yes, mother only","20,000-39,999 pounds",English,No,White,Psychology,96.7741935483871,5,0.0724530303030303,23,1.59125,6.5,9.333333333333334,0.0724530303030303,-0.07608876811594212,-0.02815316205533602,0.03396431159420293,244,0.6771675472464946,1.1006879918588877,0.23103857758620672
19363,20.571618868164876,UK,Female,No,"40,000-59,999 pounds",English,No,White,Psychology,96.7741935483871,4,0.08645892857142856,15,1.44965,7,7.333333333333333,0.08645892857142856,-0.22128484848484864,-0.01880079051383409,0.02732355072463765,208,0.2248584635913078,-0.01658622415258248,-0.04790480769230765
19374,20.910971135130684,UK,Female,"Yes, both parents","Less than 20,000 pounds",English,No,White,Psychology,100,5,0.03097499999999997,30,1.3898,9,7.333333333333333,0.03097499999999997,-0.07385000000000008,-0.04454583333333339,0.052875,273,1.0714378949065118,0.9191501718028564,0.3618672661870501
19377,21.195031100527288,UK,Female,"Yes, mother only","40,000-59,999 pounds",English,No,White,Psychology,96.7741935483871,4,0.12992251082251083,20,1.2583,7.5,2.3333333333333335,0.12992251082251083,-0.01239702380952378,-0.05804134199134192,0.04236485507246379,507,1.1428610593405226,0.9913358052832076,0.35947842984479195
19377,21.23431349548128,UK,Female,"Yes, mother only","40,000-59,999 pounds",English,No,White,Psychology,95.16129032258064,1,0.14017738095238097,28,1.2026,7,8.333333333333334,0.14017738095238097,0.0220797619047619,0.1249255952380952,0.01623201581027666,507,1.1428610593405226,0.9913358052832076,0.35947842984479195
19391,20.815069362625803,UK,Male,"Yes, both parents","40,000-59,999 pounds",English,No,White,Psychology,100,5,0.17776333333333327,20,1.2985,6,9.333333333333334,0.17776333333333327,-0.05486521739130434,-0.00338447204968939,0.01072166666666668,251,1.0861984305502608,0.8392911805820307,0.31008686019862486
19423,40.14631823573402,UK,Male,"Yes, both parents","40,000-59,999 pounds",English,No,White,Psychology,98.38709677419357,4,0.13723804347826074,20,1.6184,6.5,9.333333333333334,0.13723804347826074,-0.07053333333333334,0.02014945652173927,0.07478333333333331,266,1.2660300932994062,1.284475613210219,0.32199150793650766
19424,36.60068387222096,UK,Male,No,"Less than 20,000 pounds",English,No,White,Psychology,95.16129032258064,5,0.07377717391304339,24,1.2839,7,7.333333333333333,0.07377717391304339,-0.10873224637681168,-0.06960307971014501,0.06522916666666667,239,0.4264794221034871,0.5475677127509189,0.4964724440668365
19431,19.889189289204506,UK,Female,No,"20,000-39,999 pounds",English,No,White,Psychology,100,3,0.08942678571428564,22,1.2328,6.5,10,0.08942678571428564,-0.09774311594202888,-0.00164430641821944,0.12741739130434782,222,0.45500177372565265,0.5325959718193118,0.457909482758621
19456,20.50848591230005,UK,Female,No,"Less than 20,000 pounds",English,No,White,Psychology,100,4,0.1740759615384616,24,1.6418,8,7.333333333333333,0.1740759615384616,0.04182316176470579,-0.05549331550802139,0.01400416666666659,239,0.6316170529568759,0.34337861169837924,0.5712729131054131
19461,19.826414626143936,UK,Female,No,"40,000-59,999 pounds",English,No,White,Psychology,95.16129032258064,2,0.06965217391304346,20,1.333,5.5,8.333333333333334,0.06965217391304346,-0.0652007575757576,-0.01449242424242425,0.02573731884057972,233,1.7679698857736246,1.1883928142814284,0.6810152007083827
19475,24.212250877348087,UK,Female,No,"Less than 20,000 pounds",English,Yes,White,Psychology,93.5483870967742,6,0.0927958333333334,16,1.483,6,9.333333333333334,0.0927958333333334,-0.05394166666666666,-0.01784166666666675,-0.00424999999999997,274,1.870908371969091,1.2360949288113905,0.7002623027718546
19480,20.578817020907803,UK,Female,No,"Less than 20,000 pounds",English,No,Mixed two or more ethnic groups,Psychology,96.7741935483871,2,-0.06448260869565203,16,1.7601,9,9.333333333333334,-0.06448260869565203,-0.3403920454545455,-0.1923083333333333,0.14616938405797095,257,0.8381168020858598,1.5437868491484186,-0.3080753968253971
19489,20.447761586812685,UK,Female,"Yes, father only","60,000-99,999 pounds",English,No,White,Psychology,95.16129032258064,3,0.08895108695652165,20,1.467,6.5,7.666666666666667,0.08895108695652165,-0.1575833333333333,-0.11456159420289858,0.15383333333333327,273,1.7109927007299277,2.733213449978532,0.7504997315580368
19492,19.66854633042437,UK,Female,"Yes, mother only","60,000-99,999 pounds",English,No,White,Psychology,98.38709677419357,2,0.05856902173913048,20,1.6989,5.5,9.333333333333334,0.05856902173913048,-0.06857971014492747,-0.04240054347826083,0.08437499999999998,276,1.5941968277310927,1.076004883684294,0.9106130434782608
19493,19.686251746837527,UK,Female,NA,"Less than 20,000 pounds",English,No,"Asian (Indian, Pakistani, Bangladeshi, Chinese, any other Asian background)",Psychology,96.7741935483871,3,0.01440476190476192,22,1.383,7,7,0.01440476190476192,-0.09174404761904764,0.07121428571428567,0.10424818840579708,241,0.8561198089700999,0.8297374739764054,0.5552806321358952
19506,20.03448203887494,UK,Female,NA,"More than 100,000 pounds",English,No,White,Psychology,96.7741935483871,4,0.11160344202898552,26,1.4596,6.5,9.333333333333334,0.11160344202898552,-0.11107916666666671,-0.03266250000000004,0.00576666666666669,268,0.13529502787067993,0.23552726360951692,0.1651270053475935
19521,21.326924037379264,UK,Non-binary/ third gender,No,"Less than 20,000 pounds",English,No,White,Psychology,95.16129032258064,7,0.1680317982456141,16,1.6405,4.5,8.333333333333334,0.1680317982456141,-0.04411086956521737,0.06481521739130436,0.13695271739130432,235,1.2075138545454542,0.43618072253912565,0.18202429629629613
19525,19.873558131702033,UK,Female,"Yes, mother only","60,000-99,999 pounds",English,No,White,Psychology,98.38709677419357,5,0.03764583333333338,24,1.4508,6.5,9,0.03764583333333338,-0.05189583333333336,4.291666666667026e-4,0.04993079710144932,271,0.3461455268606297,0.4876592911668485,0.23133153536013928
19533,19.86214889887064,UK,Female,No,"20,000-39,999 pounds",English,No,White,Psychology,96.7741935483871,5,0.7015,16,1.19555,6.5,7.666666666666667,0.7015,0.08639230769230777,-0.08108041958041956,-0.12210434782608692,229,1.850093542918786,0.9893075305810396,0.7832559432933479
19542,19.996537029273455,UK,Male,"Yes, both parents","40,000-59,999 pounds",English,No,White,Psychology,98.38709677419357,3,0.09213623188405796,22,1.2663,8,7.333333333333333,0.09213623188405796,-0.09429275362318834,-0.06194275362318835,0.05459782608695651,251,1.3321308715012723,0.22288812260536384,-0.07478890166028096
19543,20.015010376074223,UK,Female,No,"Less than 20,000 pounds",English,No,White,Psychology,95.16129032258064,2,0.17942222222222226,21,1.55,6,10,0.17942222222222226,-0.00988488612836435,0.01462835497835501,0.0658902173913043,269,1.705624635036496,1.1851875801813758,0.3742653858911989
19550,20.06566563186047,UK,Non-binary/ third gender,"Yes, mother only","40,000-59,999 pounds",English,No,White,Psychology,93.5483870967742,6,0.07557989130434772,31,1.49155,7,9.333333333333334,0.07557989130434772,-0.07907045454545458,0.01030019762845846,0.08475090579710148,241,0.3124272032249097,0.16723347868217053,0.1486839187327822
19694,21.46891661850077,UK,Male,"Yes, mother only","60,000-99,999 pounds",English,No,Mixed two or more ethnic groups,Psychology,100,3,0.20452717391304365,25,1.483,6.5,9.666666666666666,0.20452717391304365,-0.1990597826086956,-0.05605978260869559,-0.1380742753623189,279,0.9686541782300336,0.8972531860226103,0.4190342451665978
19726,19.8792551550815,UK,Female,"Yes, both parents","40,000-59,999 pounds",English,No,Mixed two or more ethnic groups,Psychology,100,2,0.07407784679089024,22,1.40695,6.5,8,0.07407784679089024,-0.11628511904761908,-0.01939834368530024,0.06057916666666663,249,1.2847318993401475,1.225221503496503,0.4391306055117088
19757,27.73065158716125,UK,Male,"Yes, mother only","Less than 20,000 pounds",English,No,White,Psychology,98.38709677419357,1,0.07041666666666668,33,1.265,9,10,0.07041666666666668,-0.03087499999999998,0.07866666666666666,0.02387499999999998,279,1.0153655565834103,0.9971125732497172,0.4591865556583408
19760,20.426980213450957,UK,Female,No,"40,000-59,999 pounds",English,No,White,Psychology,95.16129032258064,3,0.07335606060606059,26,1.3332,8,9.666666666666666,0.07335606060606059,7.8460144927539e-4,-0.03086401515151515,0.1440927536231884,239,0.3121849260042284,0.4146714877192983,0.33973638185201094
19767,20.51136775661014,UK,Female,"Yes, both parents","20,000-39,999 pounds",English,No,White,Psychology,98.38709677419357,5,0.1000944099378882,17,1.5818,7,8.666666666666666,0.1000944099378882,-0.08118550724637685,-0.03265416666666676,0.03039746376811603,243,0.6508822532334921,0.5579314953653216,0.5369439837398373
19769,19.04687087877405,UK,Female,"Yes, father only","40,000-59,999 pounds",English,No,White,Psychology,98.38709677419357,5,-0.1186009057971016,25,1.3483,7.5,9.666666666666666,-0.1186009057971016,-0.08704664031620557,0.02529692028985508,0.1113666666666666,268,0.30626980553853,0.00585654426923687,0.3288322027290449
19777,18.512653782385225,UK,Female,"Yes, both parents","40,000-59,999 pounds",English,Yes,Mixed two or more ethnic groups,Psychology,98.38709677419357,5,0.08629166666666666,25,1.35,7,8.666666666666666,0.08629166666666666,-0.06995833333333334,-0.05605253623188411,0.08838949275362318,213,0.4254530946922941,0.518655537890832,0.6380173842550891
19779,19.336901693601547,UK,Female,No,"40,000-59,999 pounds",English,No,White,Psychology,96.7741935483871,4,0.12820108695652177,27,1.342,5,8.333333333333334,0.12820108695652177,-0.1668097826086956,-0.01910144927536228,0.02883333333333337,262,0.8042561944834035,0.7086068905109488,0.3397720875912411
19790,18.835783284153415,UK,Female,NA,"Less than 20,000 pounds",English,No,White,Psychology,93.5483870967742,2,0.01770398550724639,23,1.48505,7,8.333333333333334,0.01770398550724639,-0.05926413043478262,-0.05803913043478259,0.03769999999999995,273,1.9489850042936885,1.9653594974766455,0.7973765005905724
19800,18.83257148769235,UK,Female,"Yes, mother only","More than 100,000 pounds",Portugese,Yes,White,Psychology,98.38709677419357,4,0.0870791666666666,22,1.7997,5,7.333333333333333,0.0870791666666666,-0.08129239130434784,-0.00654166666666666,0.23702880434782603,247,0.954586532856386,0.7710515109709632,0.3149869894598156
19803,19.260046913231673,UK,Female,"Yes, mother only","40,000-59,999 pounds",English,No,White,Psychology,93.5483870967742,7,0.0626022727272727,20,1.2933,6.5,10,0.0626022727272727,-0.07283260869565211,-0.01989130434782604,0.07766249999999997,263,1.7605142550475747,1.2832406724637682,0.6666696238425929
19808,19.16367589129085,UK,Female,"Yes, father only","Less than 20,000 pounds",English,No,White,Psychology,98.38709677419357,3,0.0671750000000001,26,1.6326,7,9.333333333333334,0.0671750000000001,-0.07461136363636367,0.05193863636363638,0.04881666666666673,278,0.8118309859154929,0.511093775890638,0.48375838898379686
19814,18.654374239897837,UK,Female,No,"60,000-99,999 pounds",English,Yes,White,Psychology,98.38709677419357,4,0.09724999999999996,23,1.383,7,9.333333333333334,0.09724999999999996,-0.02785119047619044,-0.02349134199134195,0.03345849802371542,237,0.8785216089002996,0.42992027318475934,0.7077900042900045
19815,18.810533600685737,UK,Female,"Yes, mother only","60,000-99,999 pounds",Others,Yes,"Asian (Indian, Pakistani, Bangladeshi, Chinese, any other Asian background)",Psychology,90.32258064516128,3,0.17830530303030312,27,1.4149500000000002,4,4.333333333333333,0.17830530303030312,-0.2410647727272729,-0.13998560606060606,0.0876958333333333,218,0.32761685222672066,0.4522540793129579,0.7799537685355795
19817,19.181425291688843,UK,Male,"Yes, both parents","60,000-99,999 pounds",English,No,White,Psychology,95.16129032258064,5,0.1476462121212121,30,1.6332,6,9.666666666666666,0.1476462121212121,-0.04845946969696968,-0.08418506493506495,0.00209130434782611,207,0.17616767676767675,0.5723502808462835,-0.12078984316654218
19818,20.94468049145056,UK,Male,No,"40,000-59,999 pounds",English,No,White,Psychology,95.16129032258064,5,-0.02954891304347817,27,1.865,7,10,-0.02954891304347817,-0.00838043478260874,-0.01829710144927532,0.18891666666666673,276,0.8135971223021583,0.15405797101449314,0.5079650265189315
19821,18.45009297104342,UK,Male,"Yes, mother only","60,000-99,999 pounds",English,No,White,Psychology,100,3,0.17987862318840586,24,1.5985,6.5,9.333333333333334,0.17987862318840586,0.3520130434782608,0.09129728260869564,-0.00317083333333334,267,2.2015400852878466,1.768119729456668,0.1878261169735067
19826,18.67629448085406,UK,Female,No,"More than 100,000 pounds",English,No,White,Psychology,98.38709677419357,2,0.1365023809523811,21,1.4669,7.5,8,0.1365023809523811,-0.09187499999999992,-0.06240595238095237,0.03835416666666669,255,1.5576142276422764,1.3886978552939726,0.18148676470588265
19833,18.706654228838698,UK,Female,"Yes, both parents","40,000-59,999 pounds",English,No,White,Psychology,93.5483870967742,6,0.04073532608695651,19,1.51705,8,9.333333333333334,0.04073532608695651,-0.0771288043478261,-0.02510869565217388,0.11433333333333329,265,1.31374964110744,1.0810888800273442,0.3626594776459857
19835,18.922922995031307,UK,Female,"Yes, father only","40,000-59,999 pounds",English,No,White,Psychology,93.5483870967742,8,0.00140103519668743,29,1.48385,6,8.333333333333334,0.00140103519668743,-0.01338484848484855,0.0838746753246753,0.01089583333333343,238,0.30269757485242876,0.1670152798467759,0.2952636893203884
19844,18.954115012041473,UK,Male,"Yes, both parents","60,000-99,999 pounds",English,No,White,Psychology,98.38709677419357,6,-0.03480303030303022,41,1.25,7,10,-0.03480303030303022,-0.05174601449275362,0.045888768115942,0.01286098484848485,278,0.2955193249469379,0.2190152277432713,0.09457281573498966
19854,18.84682660043856,UK,Female,No,"20,000-39,999 pounds",English,No,White,Psychology,95.16129032258064,3,0.11902416666666672,35,1.383,7.5,9.666666666666666,0.11902416666666672,-0.09913478260869556,-0.08747549407114619,0.01566250000000008,252,0.21309716106239351,0.23869332570556812,0.2228898326572009
19865,18.905689739967556,UK,Male,NA,"20,000-39,999 pounds",English,Yes,Black/African/Caribbean,Psychology,96.7741935483871,4,-0.00999166666666673,36,1.383,6.5,9.666666666666666,-0.00999166666666673,-0.06683238095238098,-0.02719404761904764,0.0454240942028985,257,0.3668606688476917,0.4929809229651163,0.2457717153284671
19873,18.86051900087459,UK,Female,NA,"60,000-99,999 pounds",English,No,White,Psychology,98.38709677419357,2,0.10692261904761902,13,1.749,5,7.333333333333333,0.10692261904761902,-0.05004166666666665,-0.06520833333333331,0.02720833333333328,272,0.2460986639260021,0.29459437229437224,0.3743987012987011
