participant,group,n_typing,median_typing,mean_typing,acc_typing,error_rate_typing,n_fluency,n_wrong,acc_fluency,composite_fluency,median_fluency,mean_fluency,max_egner,mean_egner,max_wais,mean_wais,max_vpt,mean_vpt,mean_rt__P_0,mean_rt__P_1,mean_rt__P_2,mean_rt__P_5,acc__P_0,acc__P_1,acc__P_2,acc__P_5,mean_rt__P_congruent,mean_rt__P_incongruent,mean_rt__P_neutral,acc__P_congruent,acc__P_incongruent,acc__P_neutral,mean_rt__M_1,mean_rt__M_2,mean_rt__M_5,acc__M_1,acc__M_2,acc__M_5,mean_rt__M_congruent,mean_rt__M_incongruent,mean_rt__M_neutral,acc__M_congruent,acc__M_incongruent,acc__M_neutral,n_trial_correct,n_trial_lure,mean_rt_correct,mean_rt_lure,acc_veri,veri_performance,dob,age,Nationality,lang_mult,date,frameRate,nationality,gender,maritalstatus,eduLevel,ParentsEdu,income,employment,major,handedness,Medicalhistory,developmentHist,nativelanguage,lingualAbility,multilingual_1,multilingual_1_TEXT,multilingual_2,multilingual_2_TEXT,multilingual_3,multilingual_3_TEXT,multilingual_4,multilingual_4_TEXT,multilingual_5,multilingual_5_TEXT,multilingual_6,multilingual_6_TEXT,mathlanguage_1,multiplylanguage,schooltype_1,difficultiesmath,learnmultiplytable,peercomparison,peercomparison2,rateownfluency_1,dyslexia,mathanxious,examanxious,memory,ethnicity_value,major_relabel,country,avg_digitspan
19431,BCA,62,1.2328,1.2463354838709677,100,0,22,3,36.666666666666664,34.166666666666664,2.7117500000000003,3.639527272727273,7,6,6,5.333333333333333,10,10,0.4925434782608696,0.67285,0.525375,0.5355714285714286,95.83333333333334,100,100,87.5,0.5160652173913044,0.6434826086956522,0.4925434782608696,95.83333333333334,95.83333333333334,95.83333333333334,0.6693347826086956,0.6676904761904762,0.5715916666666667,95.83333333333334,87.5,100,0.5854541666666667,0.6748809523809524,0.6483043478260869,100,87.5,95.83333333333334,116,106,2.006240517241379,2.46415,77.08333333333334,0.457909482758621,2004-03-16,19.889189289204506,UK,English,2024-02-04T12:37:59Z,59.88023952,UK,Female,Single (never married),Some University but no degree,No,"20,000-39,999 pounds",Student,psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,Yes,No,Yes,Yes,5,No,Yes,Yes,Yes,White,Psychology,UK,6.5
19456,CBA,62,1.6418,1.6801596774193548,100,0,24,4,40,36.666666666666664,2.3897000000000004,2.8928291666666666,8,7,8,7,8,7.333333333333333,0.6057208333333334,0.63445,0.6468375,0.62796875,100,100,100,100,0.6294166666666667,0.6434208333333333,0.6057208333333334,100,100,100,0.8951705882352942,0.8396772727272728,0.93699375,70.83333333333334,91.66666666666666,66.66666666666666,0.7335625,0.9076384615384616,1.0709944444444444,100,54.166666666666664,75,135,104,1.7650607407407408,2.336333653846154,82.98611111111111,0.5712729131054131,2003-08-19,20.50848591230005,UK,English,2024-02-20T17:23:15Z,60.24096386,UK,Female,Single (never married),Some University but no degree,No,"Less than 20,000 pounds",Student,PSYCHOLOGY,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,Yes,Yes,No,Yes,5.5,No,Yes,Yes,Yes,White,Psychology,UK,8
19461,CBA,59,1.333,1.358,95.16129032258064,0.04838709677419357,20,2,33.33333333333333,31.666666666666664,3.4245,4.00955,5,4.333333333333333,6,5.333333333333333,9,8.333333333333334,0.60720833333333335,0.5654375,0.6093125,0.6224000000000001,100,100,100,93.75,0.5859583333333334,0.6116956521739131,0.60720833333333335,100,95.83333333333334,100,0.8484090909090909,0.8339166666666666,0.7832083333333333,91.66666666666666,100,100,0.800304347826087,0.8699565217391304,0.7941666666666667,95.83333333333334,95.83333333333334,100,112,121,3.772017857142857,4.45303305785124,80.90277777777779,0.6810152007083827,2004-04-17,19.826414626143936,UK,English,2024-02-13T14:21:02Z,142.8571429,UK,Female,Single (never married),Vocational or Similar,No,"40,000-59,999 pounds",Student,psychology with counselling,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,State,No,Yes,No,Yes,4,No,No,Yes,Yes,White,Psychology,UK,5.5
19475,CAB,58,1.483,1.5188948275862069,93.5483870967742,0.06451612903225808,16,6,26.666666666666668,21.666666666666668,2.56455,3.54263125,6,5.666666666666667,6,5,10,9.333333333333334,0.5543208333333334,0.5858875,0.61158125,0.64541875,100,100,100,100,0.6164208333333333,0.6121708333333333,0.5543208333333334,100,100,100,0.649375,0.6315333333333333,0.5954333333333334,100,100,100,0.5801208333333333,0.6729166666666667,0.6233041666666667,100,100,100,140,134,2.7609914285714288,3.4612537313432834,95.13888888888889,0.7002623027718546,1999-11-17,24.212250877348087,UK,English,2024-02-02T12:35:28Z,59.88023952,UK,Female,Single (never married),Some University but no degree,No,"Less than 20,000 pounds",Student,psychology with counselling,Left,Yes,No,English,Yes,25,french,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,Yes,Yes,Yes,No,9,Yes,Yes,Yes,Yes,White,Psychology,UK,6
19480,CAB,60,1.7601,1.8689916666666664,96.7741935483871,0.03225806451612904,16,2,26.666666666666668,25,3.54805,4.3144,9,8,9,8.666666666666666,10,9.333333333333334,0.6871541666666667,0.80740625,0.7501375,0.65486,100,100,100,93.75,0.6676958333333334,0.8138652173913044,0.6871541666666667,100,95.83333333333334,100,1.2904375,1.0981291666666666,0.9500454545454544,100,100,91.66666666666666,1.166191304347826,1.101708695652174,1.0860375,95.83333333333334,95.83333333333334,100,131,126,2.9656,2.657524603174603,89.23611111111111,-0.3080753968253971,2003-07-17,20.578817020907803,UK,English,2024-02-13T09:54:36Z,59.88023952,UK,Female,Single (never married),Some University but no degree,No,"Less than 20,000 pounds",Student,Psychology with forensic investigation,Right,Yes,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,No,No,Yes,Yes,5,Yes,No,Yes,Yes,Mixed two or more ethnic groups,Psychology,UK,9
19489,ACB,59,1.467,1.5612542372881355,95.16129032258064,0.04838709677419356,20,3,33.33333333333333,30.833333333333336,2.582,3.5382,7,6.666666666666667,6,5.333333333333333,8,7.666666666666667,0.7176521739130435,0.745,0.806,0.6842857142857143,95.83333333333334,100,100,87.5,0.6741666666666667,0.828,0.7176521739130435,100,91.66666666666666,95.83333333333334,0.8810833333333333,0.7665217391304348,0.7235,100,95.83333333333334,100,0.725875,0.8148260869565217,0.8324166666666667,100,95.83333333333334,100,139,134,3.3169928057553957,4.0674925373134325,94.79166666666666,0.7504997315580368,2003-08-31,20.447761586812685,UK,English,2024-02-10T13:04:41Z,30.3030303,UK,Female,Single (never married),Some University but no degree,"Yes, father only","60,000-99,999 pounds",Employed part time (up to 39 hours per week),Psychology with Forensic investigation,Left,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,Yes,Yes,No,No,7,No,Yes,Yes,Yes,White,Psychology,UK,6.5
19492,ACB,61,1.6989,1.7932016393442622,98.38709677419357,0.01612903225806452,20,2,33.33333333333333,31.666666666666664,3.1639999999999997,3.17386,6,5.666666666666667,5,4.666666666666667,10,9.333333333333334,0.5335541666666667,0.54873125,0.5445875,0.52104375,100,100,100,100,0.49593333333333334,0.5803083333333333,0.5335541666666667,100,100,100,0.6739130434782609,0.6315125,0.6053333333333334,95.83333333333334,100,100,0.6203875,0.6789565217391305,0.611625,100,95.83333333333334,100,138,138,2.169231884057971,3.079844927536232,95.83333333333334,0.9106130434782608,2004-06-13,19.66854633042437,UK,English,2024-02-12T22:28:37Z,30.12048193,UK,Female,Single (never married),Some University but no degree,"Yes, mother only","60,000-99,999 pounds",Employed part time (up to 39 hours per week),psychology with forensic investigation,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,Yes,Yes,No,Yes,9,No,Yes,Yes,Yes,White,Psychology,UK,5.5
19493,CBA,60,1.383,1.5600666666666667,96.7741935483871,0.03225806451612905,22,3,36.666666666666664,34.166666666666664,2.366,2.648909090909091,7,6.333333333333333,7,6,7,7,0.6209583333333334,0.6631333333333334,0.7041875,0.6708125,100,93.75,100,100,0.6287083333333333,0.7329565217391304,0.6209583333333334,100,95.83333333333334,100,0.7256190476190476,0.7968333333333333,0.633875,87.5,100,100,0.7185,0.732904761904762,0.7058333333333333,100,87.5,100,133,108,1.6269323308270678,2.182212962962963,83.68055555555556,0.5552806321358952,2004-06-02,19.686251746837527,UK,English,2024-02-08T09:40:58Z,30.3030303,UK,Female,Single (never married),Vocational or Similar,NA,"Less than 20,000 pounds",Student,Psychology with Forensic Investigation,Right,Yes,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,State,No,Yes,No,Yes,6,No,No,Yes,Yes,"Asian (Indian, Pakistani, Bangladeshi, Chinese, any other Asian background)",Psychology,UK,7
19503,BCA,59,1.6,1.6523322033898304,95.16129032258064,0.04838709677419356,30,3,50,47.5,2.1829,2.6403866666666667,4,3.6666666666666665,7,6,10,10,0.6554916666666667,0.7568928571428571,0.82180625,0.8608125,100,87.5,100,100,0.6805666666666667,0.9629454545454544,0.6554916666666667,100,91.66666666666666,100,0.7603708333333333,0.6647826086956522,0.6116083333333333,100,95.83333333333334,100,0.6114583333333333,0.6661173913043478,0.7592416666666667,100,95.83333333333334,100,143,138,1.339041958041958,1.6036057971014492,97.56944444444444,0.2645638390594911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK,5.5
19506,BCA,60,1.4596,1.5037266666666669,96.7741935483871,0.03225806451612904,26,4,43.333333333333336,40,2.42025,2.64185,6,5.666666666666667,7,6.333333333333333,10,9.333333333333334,0.6003875,0.59008125,0.52850625,0.5871,100,100,100,100,0.5656791666666666,0.5714458333333333,0.6003875,100,100,100,0.8313,0.7986375,0.7202208333333333,95.83333333333334,100,100,0.7446791666666667,0.8562826086956522,0.7502375,100,95.83333333333334,100,136,132,1.3791411764705883,1.5442681818181818,93.05555555555556,0.1651270053475935,2004-01-21,20.03448203887494,UK,English,2024-02-02T14:16:10Z,59.52380952,UK,Female,Single (never married),Some University but no degree,NA,"More than 100,000 pounds",Student,Psychology with Forensic Investigation,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,State,No,Yes,No,No,6.5,No,Yes,Yes,Yes,White,Psychology,UK,6.5
19521,BCA,59,1.6405,1.716118644067797,95.16129032258064,0.04838709677419355,16,7,26.666666666666668,20.833333333333336,2.71035,3.1067,6,5.333333333333333,3,2.6666666666666665,9,8.333333333333334,0.5050652173913044,0.5469066666666667,0.52645625,0.52806875,95.83333333333334,93.75,100,100,0.4665125,0.6034652173913043,0.5050652173913044,100,95.83333333333334,95.83333333333334,0.6537499999999999,0.7185652173913043,0.6096391304347826,83.33333333333334,95.83333333333334,95.83333333333334,0.5753208333333333,0.7433526315789474,0.6822739130434783,100,79.16666666666666,95.83333333333334,135,100,2.096403703703704,2.278428,81.59722222222221,0.18202429629629613,2002-10-13,21.326924037379264,UK,English,2024-02-09T15:48:58Z,72.99270073,UK,Non-binary/ third gender,Single (never married),Some University but no degree,No,"Less than 20,000 pounds",Employed part time (up to 39 hours per week),Psychology with forensics,Left,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,No,Yes,Yes,Yes,9,No,Yes,Yes,Yes,White,Psychology,UK,4.5
19525,CAB,61,1.4508,1.4582868852459017,98.38709677419357,0.01612903225806452,24,5,40,35.833333333333336,2.0826,2.532216666666667,7,6,6,5.666666666666667,9,9,0.5715749999999999,0.6149249999999999,0.6147625,0.5681533333333333,100,100,100,93.75,0.5755083333333333,0.6254391304347826,0.5715749999999999,100,95.83333333333334,100,0.6133208333333333,0.61375,0.561425,100,100,100,0.5821083333333333,0.6197541666666667,0.5866333333333333,100,100,100,138,133,1.2934188405797102,1.5247503759398495,94.0972222222222,0.23133153536013928,2004-03-27,19.873558131702033,UK,English,2024-02-09T19:36:38Z,59.88023952,UK,Female,Single (never married),Some University but no degree,"Yes, mother only","60,000-99,999 pounds",Student,psychology with forensic investigation,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Faith,Yes,Yes,Yes,Yes,4,No,Yes,Yes,Yes,White,Psychology,UK,6.5
19533,CBA,60,1.19555,1.476225,96.7741935483871,0.03225806451612905,16,5,26.666666666666668,22.5,2.78315,3.9127,7,6.666666666666667,6,5.333333333333333,8,7.666666666666667,0.7039909090909091,0.6280866666666667,0.7726375,0.69726875,91.66666666666666,93.75,100,100,0.7605999999999999,0.638495652173913,0.7039909090909091,100,95.83333333333334,91.66666666666666,0.6533076923076923,0.5722272727272727,0.7397,54.166666666666664,45.83333333333333,58.333333333333336,0.5763,1.2778,0.7718692307692308,100,4.166666666666666,54.166666666666664,131,98,3.0866297709923662,3.869885714285714,79.51388888888889,0.7832559432933479,2004-03-31,19.86214889887064,UK,English,2024-02-09T15:35:50Z,58.47953216,UK,Female,Single (never married),Some University but no degree,No,"20,000-39,999 pounds",Student,Psychology with Forensic Investigation,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,State,Yes,No,Yes,Yes,4,No,Yes,Yes,No,White,Psychology,UK,6.5
19542,ACB,61,1.2663,1.2963491803278688,98.38709677419357,0.01612903225806452,22,3,36.666666666666664,34.166666666666664,2.4171,3.1707,9,8,7,6.666666666666667,8,7.333333333333333,0.5624208333333334,0.5434687500000001,0.5478866666666666,0.54490625,100,100,93.75,100,0.51865000000000006,0.5732478260869566,0.5624208333333334,100,95.83333333333334,100,0.6596260869565217,0.5976833333333333,0.5653333333333334,95.83333333333334,100,100,0.5602333333333334,0.6523695652173913,0.6097375,100,95.83333333333334,100,135,116,2.5848940740740742,2.5101051724137933,87.15277777777779,-0.07478890166028096,2004-02-05,19.996537029273455,UK,English,2024-02-03T17:38:36Z,58.47953216,UK,Male,Single (never married),Completed Secondary School,"Yes, both parents","40,000-59,999 pounds",Student,BS,Left,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Private,Yes,Yes,Yes,Yes,7,No,Yes,No,No,White,Psychology,UK,8
19543,CAB,59,1.55,1.5836220338983051,95.16129032258064,0.04838709677419357,21,2,35,33.33333333333333,2.2655,3.8640857142857143,5,4.666666666666667,7,6,10,10,0.6301875,0.7308125,0.572,0.58291875,100,100,93.75,100,0.5961347826086957,0.662025,0.6301875,95.83333333333334,100,100,0.8164761904761905,0.8311045454545455,0.8065913043478261,87.5,91.66666666666666,95.83333333333334,0.7398833333333333,0.9193055555555556,0.8198833333333333,100,75,100,136,133,2.4930654411764706,2.8673308270676694,93.4027777777778,0.3742653858911989,2004-02-03,20.015010376074223,UK,English,2024-02-08T11:34:51Z,60.60606061,UK,Female,Single (never married),Some University but no degree,No,"Less than 20,000 pounds",Employed part time (up to 39 hours per week),psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,No,Yes,No,Yes,8.5,Yes,No,Yes,No,White,Psychology,UK,6
19550,BCA,58,1.49155,1.5411241379310343,93.5483870967742,0.06451612903225809,31,6,51.66666666666667,46.666666666666664,1.9944,2.1571612903225805,7,6.666666666666667,7,6.666666666666667,10,9.333333333333334,0.5092083333333334,0.529125,0.5618125,0.5325466666666666,100,100,100,93.75,0.4998708333333333,0.5846217391304348,0.5092083333333334,100,95.83333333333334,100,0.5879954545454545,0.598295652173913,0.508925,91.66666666666666,95.83333333333334,100,0.5224826086956522,0.5980624999999999,0.5700136363636363,95.83333333333334,100,91.66666666666666,121,120,1.0542702479338844,1.2029541666666663,83.68055555555556,0.1486839187327822,2004-01-16,20.06566563186047,UK,English,2024-02-08T23:37:29Z,59.88023952,UK,Non-binary/ third gender,Single (never married),Some University but no degree,"Yes, mother only","40,000-59,999 pounds",Student,Psychology with Forensic Investigation,Right,Yes,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Private,No,Yes,No,No,7,No,Yes,Yes,No,White,Psychology,UK,7
19617,ABC,58,1.3,1.3305689655172417,93.5483870967742,0.06451612903225809,26,2,43.333333333333336,41.66666666666667,2.6494999999999997,3.2062307692307694,5,4.333333333333333,5,4.666666666666667,8,7.333333333333333,0.5268333333333334,0.50775,0.502625,0.538375,100,100,100,100,0.4518333333333333,0.5806666666666667,0.5268333333333334,100,100,100,0.9308461538461538,0.5387,0.7003333333333334,54.166666666666664,41.66666666666667,62.5,0.556375,NA,1.0457142857142856,100,NA,58.333333333333336,135,137,2.751251851851852,2.9588686131386863,94.44444444444444,0.20761676128683423,1999-12-06,24.214958534521,UK,English,2024-02-22T12:19:35Z,76.92307692,UK,Female,Single (never married),Some University but no degree,"Yes, father only","20,000-39,999 pounds",Employed part time (up to 39 hours per week),psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,No,Yes,Yes,Yes,6,Yes,Yes,Yes,Yes,White,Psychology,UK,5
19631,CBA,59,1.2484,1.3528033898305083,95.16129032258064,0.04838709677419355,26,5,43.333333333333336,39.166666666666664,1.98475,2.7557576923076925,8,7.666666666666667,6,5.333333333333333,10,10,0.4945695652173913,0.47615,0.48566875,0.53211875,95.83333333333334,100,100,100,0.4659875,0.5299708333333333,0.4945695652173913,100,100,95.83333333333334,0.8279727272727273,0.8943,0.710378947368421,91.66666666666666,91.66666666666666,79.16666666666666,0.6856708333333333,0.8950529411764706,0.8961454545454546,100,70.83333333333334,91.66666666666666,136,123,1.2508867647058823,1.6702357723577237,89.93055555555556,0.41934900765184113,NA,NA,NA,NA,NA,NA,Europe,Female,Single (never married),Completed Secondary School,"Yes, both parents","Less than 20,000 pounds",Student,psychology,Right,No,No,Others,Yes,90,english,20,russian,NA,NA,NA,NA,NA,NA,NA,NA,estonian,estonian,Public,Yes,Yes,No,No,6,No,Yes,Yes,No,White,Psychology,UK,7
19641,BAC,57,1.3825,1.46359649122807,91.93548387096774,0.08064516129032259,39,8,65,58.333333333333336,1.6989,1.7564102564102564,NA,NA,NA,NA,9,8.333333333333334,0.5670304347826087,0.5759357142857143,0.5535733333333334,0.5286,95.83333333333334,87.5,93.75,81.25,0.5035130434782609,0.6135631578947368,0.5670304347826087,95.83333333333334,79.16666666666666,95.83333333333334,0.5289809523809523,0.5416764705882353,0.54755,87.5,70.83333333333334,83.33333333333334,0.5304318181818182,0.5928684210526316,0.49024117647058824,91.66666666666666,79.16666666666666,70.83333333333334,101,78,0.8460287128712871,1.1954910256410256,62.15277777777778,0.3494623127697385,2003-08-12,20.51651800916419,UK,English,2024-02-16T15:47:48Z,60.24096386,UK,Male,Single (never married),Some University but no degree,"Yes, father only","40,000-59,999 pounds",Student,Psychology with Forensic Investigation,Right,No,No,English,Yes,100,English,100,French,NA,NA,NA,NA,NA,NA,NA,NA,English,English,State,No,Yes,No,Yes,7,No,No,Yes,Yes,Black/African/Caribbean,Psychology,UK,NA
19694,CAB,62,1.483,1.5021935483870967,100,0,25,3,41.66666666666667,39.166666666666664,2.466,2.95656,7,6.666666666666667,6,5.666666666666667,10,9.666666666666666,0.690875,0.8970666666666667,0.636375,0.739625,100,93.75,100,100,0.8222916666666666,0.6842173913043478,0.690875,100,95.83333333333334,100,0.9674347826086956,0.911375,0.768375,95.83333333333334,100,100,0.789125,0.9936521739130436,0.8655,100,95.83333333333334,100,143,136,1.829951048951049,2.248985294117647,96.875,0.4190342451665978,2002-08-16,21.46891661850077,UK,English,2024-02-03T12:31:23Z,58.82352941,UK,Male,Single (never married),Some University but no degree,"Yes, mother only","60,000-99,999 pounds",Student,Psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,No,Yes,No,No,8,No,No,Yes,No,Mixed two or more ethnic groups,Psychology,UK,6.5
19726,CBA,62,1.40695,1.5132112903225807,100,0,22,2,36.666666666666664,35,3.36045,3.671286363636364,7,6,6,5.666666666666667,8,8,0.49674166666666664,0.531675,0.4895,0.59200625,100,100,100,100,0.5074375,0.5680166666666666,0.49674166666666664,100,100,100,0.6737809523809524,0.6543826086956521,0.5574958333333333,87.5,95.83333333333334,100,0.5916173913043479,0.6656952380952381,0.6247208333333333,95.83333333333334,87.5,100,131,118,2.518685496183206,2.957816101694915,86.45833333333334,0.4391306055117088,2004-03-31,19.8792551550815,UK,English,2024-02-15T21:33:02Z,59.88023952,UK,Female,Single (never married),Completed Secondary School,"Yes, both parents","40,000-59,999 pounds",Student,psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,Yes,Yes,No,Yes,2,No,Yes,Yes,Yes,Mixed two or more ethnic groups,Psychology,UK,6.5
19757,ABC,61,1.265,1.333770491803279,98.38709677419357,0.01612903225806452,33,1,55.00000000000001,54.166666666666664,2.364,2.696878787878788,9,8.333333333333334,9,8.666666666666666,10,10,0.6034583333333333,0.638375,0.70025,0.6121875,100,100,100,100,0.6383333333333333,0.6622083333333333,0.6034583333333333,100,100,100,0.7842083333333333,0.862875,0.7533333333333333,100,100,100,0.7982916666666666,0.8687083333333333,0.7334166666666666,100,100,100,141,138,1.843581560283688,2.302768115942029,96.875,0.4591865556583408,1996-06-01,27.73065158716125,UK,English,2024-02-23T14:53:30Z,60.0240096,UK,Male,Single (never married),Some University but no degree,"Yes, mother only","Less than 20,000 pounds",Student,Psychology,Right,Yes,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,No,Yes,No,No,8.5,No,No,Yes,No,White,Psychology,UK,9
19760,CBA,59,1.3332,1.3635932203389831,95.16129032258064,0.04838709677419356,26,3,43.333333333333336,40.833333333333336,2.4582499999999996,3.227088461538462,9,8,7,6.333333333333333,10,9.666666666666666,0.6100875,0.6060875,0.6063866666666666,0.636825,100,100,93.75,100,0.5461333333333334,0.6902260869565218,0.6100875,100,95.83333333333334,100,0.6441458333333333,0.6132818181818182,0.6449304347826087,100,91.66666666666666,95.83333333333334,0.6139166666666667,0.6872727272727273,0.6057,100,91.66666666666666,95.83333333333334,137,102,1.339214598540146,1.678950980392157,82.98611111111111,0.33973638185201094,2003-09-04,20.426980213450957,UK,English,2024-02-06T22:54:30Z,59.88023952,UK,Female,Single (never married),Some University but no degree,No,"40,000-59,999 pounds",Student,Psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,State,No,Yes,No,No,8,No,Yes,Yes,Yes,White,Psychology,UK,8
19767,CBA,61,1.5818,1.6056131147540984,98.38709677419357,0.01612903225806452,17,5,28.333333333333332,24.166666666666668,2.4961,3.1678,7,6,7,6,9,8.666666666666666,0.4889333333333334,0.5162933333333334,0.49935,0.56415,100,93.75,100,100,0.5119416666666666,0.5423391304347827,0.4889333333333334,100,95.83333333333334,100,0.6044333333333334,0.5717791666666666,0.5232478260869565,87.5,100,95.83333333333334,0.5355913043478261,0.6356857142857143,0.5326041666666667,95.83333333333334,87.5,100,120,123,1.7190633333333334,2.2560073170731707,84.375,0.5369439837398373,2003-07-31,20.51136775661014,UK,English,2024-02-02T18:38:59Z,60.06006006,UK,Female,Single (never married),Completed Secondary School,"Yes, both parents","20,000-39,999 pounds",Student,Psychology,Right,No,Yes,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Private,Yes,Yes,Yes,Yes,6,No,Yes,Yes,Yes,White,Psychology,UK,7
19769,BCA,61,1.3483,1.413183606557377,98.38709677419357,0.01612903225806452,25,5,41.66666666666667,37.5,2.2708,3.107456,7,6,8,7.333333333333333,10,9.666666666666666,0.5737583333333334,0.509275,0.6331,0.6610874999999999,100,100,100,100,0.5454708333333333,0.6568375,0.5737583333333334,100,100,100,0.8620739130434782,0.8873708333333333,0.7750272727272727,95.83333333333334,100,91.66666666666666,0.9267791666666668,0.8081782608695652,0.7883818181818182,100,95.83333333333334,91.66666666666666,135,133,2.1177414814814814,2.4465736842105263,93.05555555555556,0.3288322027290449,2005-02-03,19.04687087877405,UK,English,2024-02-20T20:52:12Z,60.60606061,UK,Female,Single (never married),Completed Secondary School,"Yes, father only","40,000-59,999 pounds",Student,Psychology with Forensic Investigation,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,State,Yes,Yes,No,No,8.5,No,Yes,Yes,Yes,White,Psychology,UK,7.5
19777,CAB,61,1.35,1.551655737704918,98.38709677419357,0.01612903225806452,25,5,41.66666666666667,37.5,2.532,2.90576,6,5.666666666666667,8,7.333333333333333,9,8.666666666666666,0.541375,0.5701875000000001,0.5737333333333333,0.658,100,100,93.75,100,0.5579583333333333,0.6463478260869565,0.541375,100,95.83333333333334,100,0.6817916666666667,0.6257391304347826,0.6118333333333333,100,95.83333333333334,100,0.6089583333333334,0.69525,0.6146956521739131,100,100,95.83333333333334,122,91,1.2026639344262295,1.840681318681319,73.95833333333334,0.6380173842550891,2005-08-08,18.512653782385225,UK,English,2024-02-11T17:55:23Z,40,UK,Female,Single (never married),Some University but no degree,"Yes, both parents","40,000-59,999 pounds",Student,Psychology,Right,No,No,English,Yes,75,Greek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,Yes,Yes,Yes,Yes,6,No,Yes,Yes,Yes,Mixed two or more ethnic groups,Psychology,UK,7
19779,ACB,60,1.342,1.3775666666666666,96.7741935483871,0.03225806451612905,27,4,45,41.66666666666667,2.699,2.720925925925926,4,3.6666666666666665,6,5,9,8.333333333333334,0.5441739130434783,0.567875,0.7153125,0.6311875,95.83333333333334,100,100,100,0.6237083333333333,0.6525416666666667,0.5441739130434783,100,100,95.83333333333334,0.7294347826086957,0.7103333333333334,0.562625,95.83333333333334,100,100,0.607625,0.7358260869565217,0.6592083333333333,100,95.83333333333334,100,137,125,1.803875912408759,2.143648,90.9722222222222,0.3397720875912411,2004-10-16,19.336901693601547,UK,English,2024-02-16T19:16:48Z,58.82352941,UK,Female,Single (never married),Completed Secondary School,No,"40,000-59,999 pounds",Student,psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,No,Yes,No,Yes,5,No,Yes,Yes,No,White,Psychology,UK,5
19790,ACB,58,1.48505,1.5130655172413794,93.5483870967742,0.06451612903225808,23,2,38.333333333333336,36.666666666666664,2.8386,3.253082608695652,6,5.333333333333333,8,7,9,8.333333333333334,0.5056833333333334,0.51461875,0.53295,0.52723125,100,100,100,100,0.5060833333333333,0.5437833333333333,0.5056833333333334,100,100,100,0.8371391304347826,0.7791,0.777875,95.83333333333334,100,100,0.7944043478260869,0.8121083333333333,0.7858208333333333,95.83333333333334,100,100,139,134,2.520530215827338,3.3179067164179106,94.79166666666666,0.7973765005905724,2005-04-21,18.835783284153415,UK,English,2024-02-20T18:28:34Z,60.60606061,UK,Female,Single (never married),Some University but no degree,NA,"Less than 20,000 pounds",Student,Psychology,Right,No,No,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,Public,No,Yes,No,Yes,6,No,No,Yes,Yes,White,Psychology,UK,7
